entity_id,state,last_changed
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-294.0,2026-03-06T12:34:32.981Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-295.0,2026-03-06T12:34:38.387Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-304.0,2026-03-06T12:35:09.382Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-278.0,2026-03-06T12:35:40.414Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-272.0,2026-03-06T12:36:11.388Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-286.0,2026-03-06T12:36:42.380Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-302.0,2026-03-06T12:37:13.374Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-308.0,2026-03-06T12:37:44.371Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-293.0,2026-03-06T12:38:15.382Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-282.0,2026-03-06T12:38:45.390Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-243.0,2026-03-06T12:39:16.384Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-230.0,2026-03-06T12:39:47.374Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-202.0,2026-03-06T12:40:17.385Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-179.0,2026-03-06T12:40:48.378Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-190.0,2026-03-06T12:41:18.388Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-238.0,2026-03-06T12:41:49.378Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-258.0,2026-03-06T12:42:19.380Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-241.0,2026-03-06T12:42:49.383Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-246.0,2026-03-06T12:43:20.384Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-255.0,2026-03-06T12:43:50.392Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-216.0,2026-03-06T12:44:20.411Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-230.0,2026-03-06T12:44:51.386Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-237.0,2026-03-06T12:45:22.366Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-213.0,2026-03-06T12:45:52.383Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-159.0,2026-03-06T12:46:23.385Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-226.0,2026-03-06T12:46:54.380Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-228.0,2026-03-06T12:47:25.384Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-212.0,2026-03-06T12:47:56.381Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-211.0,2026-03-06T12:48:27.375Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-205.0,2026-03-06T12:48:57.382Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-188.0,2026-03-06T12:49:28.375Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-185.0,2026-03-06T12:49:59.372Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-205.0,2026-03-06T12:50:29.376Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-189.0,2026-03-06T12:50:59.392Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-175.0,2026-03-06T12:51:30.389Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-172.0,2026-03-06T12:52:01.380Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-175.0,2026-03-06T12:52:32.377Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-172.0,2026-03-06T12:53:03.368Z
sensor.energy_grid_electricity_meter_power_consumption_electricity_meter_power_production_net_power,-153.0,2026-03-06T12:53:34.375Z
